,SJHBBBM4X52,SJHBBBM4JQZ,SJHBBBM5SGJ,SJHBBBM5TXY,SJHBBBM2GV5,SJHBBBM39BT,SJHBBBM67H6,SJHBBBM2BBR,SJHBBBN9RBJ,SJHBBBM4PX3,SJHBBBN9RDM,SJHBBBN9R9H,SJHBBBM588V,SJHBBBN9RFN,SJHBBBM55F5,SJHBBBM5GW9,SJHBBBM5PY5,SJHBBBM52XR,SJHBBBM5YWS
ENSG00000173273,5214,5851,6221,5191,5327,4379,5733,6739,2414,1614,3180,2953,893,1440,1937,2296,2159,2434,1530
ENSG00000175806,1351,993,1356,1027,2719,1327,1803,1301,894,637,661,618,403,639,928,821,665,1172,526
ENSG00000253649,7,0,0,47,8,3,1,2,0,0,3,3,0,3,4,0,0,7,3
ENSG00000184647,0,0,14,61,4,0,3,0,3,0,4,0,0,0,0,1,0,3,3
ENSG00000183638,119,22,16,66,405,101,64,33,2,1,4,6,25,2,38,28,3,200,178
ENSG00000171060,0,0,3,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000171056,286,30,316,296,5847,272,2465,56,26,15,271,76,179,21,718,982,47,158,953
ENSG00000258724,177,130,179,129,673,224,353,471,130,168,153,215,68,133,192,286,96,206,188
ENSG00000254093,177,130,179,129,673,224,353,471,130,168,153,215,68,133,192,286,96,206,188
ENSG00000171044,54,13,20,4,18,10,9,18,1,5,10,18,3,13,1,28,2,62,52
ENSG00000104643,2029,2321,2354,2336,2201,1776,2221,3271,675,1084,1462,948,467,415,1084,1456,733,1095,869
ENSG00000177710,35,17,22,15,38,29,11,50,0,4,5,5,2,2,9,37,1,6,0
ENSG00000154319,21,7,18,22,20,30,41,64,12,44,24,33,7,17,166,119,12,8,554
ENSG00000136573,3544,4131,912,12327,7935,8492,12931,21735,6020,5438,9539,9240,3811,3006,5576,15665,6177,8590,3035
ENSG00000136574,0,0,2,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0
ENSG00000154328,960,1342,1196,826,4054,1190,1076,1776,311,385,502,509,320,325,614,713,312,766,280
ENSG00000079459,3244,6187,3221,3041,7888,4658,3286,5502,1776,2365,2183,2836,1175,2218,2266,3189,1382,4458,2980
ENSG00000164733,5449,3876,4616,3624,16286,7298,7256,17511,3046,3792,3780,9406,3856,4822,7075,5886,3868,7100,3448
ENSG00000205884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205883,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215343,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0
ENSG00000226430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186523,11,15,8,63,12,16,12,176,46,31,32,10,31,24,33,26,3,26,19
ENSG00000232948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000145002,0,1,1,7,0,0,2,17,4,1,0,2,1,0,8,1,0,1,2
ENSG00000154359,7782,3646,5171,11351,7391,8377,2616,1448,845,458,1381,702,155,281,466,504,634,1137,1086
ENSG00000250305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164741,72,31,190,69,82,14,1482,23,113,131,287,73,3,144,42,17,27,32,17
ENSG00000164743,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000185053,105,3,481,5,5,1,0,0,9,6,3,2,5,3,0,6,2,14,0
ENSG00000104723,1624,721,2715,1807,1916,966,271,0,0,14,0,0,0,105,0,16,0,1,0
ENSG00000038945,2352,3317,4961,3290,2982,2872,712,885,86,413,1134,128,244,1459,698,288,559,28,21
ENSG00000078579,0,2,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ENSG00000155970,83,22,24,5,30,3,7,4,2,4,18,9,33,2,10,14,0,1,2
ENSG00000104219,4139,4544,3493,2784,4990,3336,3306,5407,2087,3353,1548,1650,1087,911,3032,2243,1233,1403,792
ENSG00000198791,6189,6958,6141,8726,7624,6996,7781,11615,3850,4024,8312,5498,2038,1865,4639,4846,4553,4519,2217
ENSG00000155975,1414,1880,1729,983,2150,1678,860,2919,521,962,670,718,356,474,976,1211,460,748,373
ENSG00000003987,0,2,1,2,4,0,2,0,0,1,0,0,0,0,2,1,1,1,0
ENSG00000003989,12,3,53,1,2,56,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000104213,11,22,13,1,3,6,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000129422,428,866,1916,641,10,172,5,126,8,3,17,22,3,20,1,60,10,8,18
ENSG00000104760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000078674,8197,9820,10895,7087,17099,8550,7906,13791,3944,4588,5448,5212,1574,3297,3364,5407,3270,6353,5178
ENSG00000104763,3282,2356,2828,2631,3888,1923,1945,2917,1352,1646,1790,2032,937,1692,1849,1951,1775,3080,1352
ENSG00000171428,335,344,563,330,567,414,88,412,76,186,219,150,115,118,261,203,116,136,58
ENSG00000156006,2,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000156011,9009,23538,17672,8030,11853,14119,5952,12985,3917,3870,9937,3494,2596,1983,7605,8096,2922,1505,4131
ENSG00000104611,6,11,4,2,12,14,6,9,7,3,5,4,1,6,12,10,1,14,8
ENSG00000147408,2712,9171,4530,1206,1297,6139,6127,5295,125,506,3760,6266,1533,1331,3874,6710,2615,1953,483
ENSG00000104613,3428,2976,3176,4905,6334,3001,4578,5127,2195,2037,5650,2963,1280,1975,2441,3284,2640,4566,1712
ENSG00000175445,4,0,13,1,72,5,0,0,0,1,0,0,0,0,0,16,0,4,2
ENSG00000036565,0,0,0,0,2,0,0,1,0,1,0,2,1,0,0,9,1,0,6
ENSG00000147416,2954,2567,2698,3389,5275,2954,3392,3741,1320,1584,2722,2272,1113,2300,1366,2342,1692,3244,4168
ENSG00000061337,13,9,2,0,3,5,11,4,0,1,1,0,0,1,0,9,0,1,4
ENSG00000168546,4,1,2,2,3,0,1,1,1,0,2,1,0,2,0,6,0,2,1
ENSG00000147443,1156,281,343,497,429,132,1496,453,513,146,1199,1254,218,906,529,933,747,2039,937
ENSG00000130227,8394,7549,6822,4266,13854,7660,6306,15450,3109,4765,4058,5786,1876,5955,5137,5480,3386,7220,2370
ENSG00000158806,208,176,383,72,650,53,198,167,39,82,623,63,14,190,48,8,402,113,27
ENSG00000158815,165,68,140,100,471,19,158,93,12,57,573,33,11,71,39,7,236,48,30
ENSG00000158856,2308,106,145,160,1616,278,199,311,22,25,76,1927,19,6709,58,73,1028,2577,448
ENSG00000158863,6556,5490,6582,5699,15728,5624,7469,9589,4704,2833,5538,4308,2509,2797,2912,6306,2899,4787,1937
ENSG00000275074,760,619,638,268,1290,693,246,568,172,332,168,212,99,267,215,493,116,509,50
ENSG00000168453,2,173,4,9,5,4,55,1230,72,8,81,112,15,46,130,229,76,119,9
ENSG00000288677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168476,1347,1549,1697,1700,4523,1980,1902,3588,1131,1252,1521,1970,554,2177,1244,1436,1032,2145,548
ENSG00000168481,0,0,1,7,1,0,2,7,0,0,0,3,0,0,0,0,2,1,1
ENSG00000168484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000168487,1054,944,1007,1786,2964,1283,2703,2500,1147,644,1068,1036,735,1080,634,995,981,2462,612
ENSG00000168490,0,0,0,2,0,0,2,1,28,2,12,0,0,0,0,39,0,9,0
ENSG00000168495,2015,2315,2955,2200,4837,1955,1947,4453,2494,1417,1802,1852,835,1382,1922,1968,1492,4850,2255
ENSG00000197181,78,48,45,91,119,31,100,100,49,20,76,41,14,26,23,13,19,168,54
ENSG00000104635,586,444,762,356,1192,231,563,2569,441,936,334,369,372,421,1362,786,355,521,352
ENSG00000120910,5134,4922,3170,6269,9407,5714,5129,11887,4007,2966,5101,6084,1703,3104,2824,4771,3819,3540,2259
ENSG00000120896,12487,18651,8905,10223,51419,20094,17838,24496,4409,4535,6084,8681,3311,3962,5477,13204,4531,6784,1595
ENSG00000120913,1425,1579,1503,967,4183,1573,3389,3348,1102,801,1110,1172,519,923,1233,1980,901,1550,527
ENSG00000248235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241852,501,601,661,625,1146,482,1555,994,635,284,817,592,250,338,500,539,558,559,449
ENSG00000158941,7259,9058,8909,10315,18104,9699,16965,18065,8402,5404,9880,8089,3008,4736,5682,8354,6245,10518,6620
ENSG00000147439,1401,1327,1299,1340,3470,1487,3009,2590,1040,745,2114,1753,483,974,828,1389,1270,2126,2430
ENSG00000179388,119,131,139,46,37,28,11467,325,3697,1294,1882,1424,404,749,3178,4529,919,2382,4012
ENSG00000134020,4,2,1,5,0,2,14,31,14,2,12,14,2,3,3,8,13,5,2
ENSG00000008853,955,1129,898,354,1177,770,2514,7270,954,966,1878,1375,376,856,936,3094,1773,882,441
ENSG00000120889,5410,5814,8121,2228,16203,6348,5869,10505,4010,3984,4941,6373,491,2334,4458,4145,3454,3627,5807
ENSG00000284956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173535,18,20,29,7,79,6,88,1488,47,25,49,52,30,60,55,45,34,22,5
ENSG00000173530,1901,1285,1785,1516,2801,1553,7246,2719,6006,855,3972,3217,1127,4522,2175,1886,3237,2487,1396
ENSG00000104689,277,151,411,151,247,138,803,473,273,97,319,259,97,448,289,348,297,994,142
ENSG00000147457,1987,3083,2543,1990,5107,2661,1061,3762,574,1075,1090,2119,600,2029,1118,3051,768,1012,345
ENSG00000104679,1320,2796,1294,1069,3583,1580,2156,3902,1146,1037,1129,1268,674,1021,1079,1888,608,1314,353
ENSG00000134013,972,915,566,1552,1665,620,699,867,234,388,474,237,133,166,211,214,217,371,158
ENSG00000197217,21970,34746,35225,33245,33500,29181,35445,30487,12069,6954,23970,17464,6009,8522,9634,17705,14221,27933,13943
ENSG00000147454,18552,5183,6935,5670,16001,8075,25574,24680,6248,6726,12462,20907,2511,41941,10249,5482,14445,16423,4275
ENSG00000167034,18,13,8,16,33,43,892,227,249,85,1151,288,211,80,107,203,187,7,109
ENSG00000180053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000159167,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
ENSG00000042980,416,675,170,356,138,132,151,221,101,16,190,425,32,365,38,446,105,790,99
ENSG00000134028,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,4,0
ENSG00000069206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
ENSG00000104722,3,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ENSG00000277586,4,1,3,2,1,0,1,2,1,0,0,0,0,2,0,7,0,8,0
ENSG00000147459,641,53,57,46,22,28,91,29,3,19,26,71,9,84,14,205,29,22,11
ENSG00000147437,208,188,123,60,255,185,163,374,80,92,124,79,34,62,84,93,91,117,60
ENSG00000104756,1820,1821,1892,1200,1779,1623,2011,2746,957,810,1847,1378,476,751,930,859,1020,1115,1028
ENSG00000184661,329,486,403,395,1328,1149,295,1498,256,580,229,516,255,411,381,515,249,643,168
ENSG00000221818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221914,2672,3241,3186,2111,3218,3015,2384,4426,1525,1320,1983,1744,626,1089,1327,1756,1043,2169,2442
ENSG00000104765,7343,4940,6596,10385,5942,6918,7063,6856,2774,3149,7610,7271,1524,3792,2404,3014,5962,6046,4987
ENSG00000240694,2,1,2,0,3,1,1,4,0,0,5,0,0,0,0,0,0,3,0
ENSG00000092964,7861,13218,9582,4256,15017,9859,4376,18817,1146,2544,1585,2325,1559,1356,3200,3027,1562,967,422
ENSG00000120907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0
ENSG00000015592,6,1,1,2,2,0,0,1,0,0,1,0,0,0,1,0,0,2,1
ENSG00000104228,915,1044,1199,413,2360,1007,337,1630,220,579,300,350,281,357,683,1015,185,650,163
ENSG00000120899,18785,39573,18458,25946,56923,32136,53896,66404,13485,17787,22128,15884,12968,12303,15029,32334,14517,20047,8665
ENSG00000120903,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000120915,204,80,103,90,92,68,50,52,57,11,46,171,14,206,6,187,32,29,8
ENSG00000120885,111,9,37,16,88,18,22,16,7,10,31,19,2,30,4,20,9,16,20
ENSG00000168077,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1
ENSG00000147419,1178,1408,688,734,1419,1456,1023,1968,425,1126,515,678,494,527,645,1330,573,883,303
ENSG00000171320,311,333,326,249,491,739,392,1350,189,670,164,341,211,285,515,476,199,332,214
ENSG00000168078,121,158,173,57,228,322,196,211,26,277,27,108,43,246,71,221,47,220,80
ENSG00000168079,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,12,0
ENSG00000189233,90,17,25,13,27,9,11,24,6,4,2,12,1,4,1,86,0,29,17
ENSG00000134014,1294,1553,1603,673,2374,1726,742,2581,316,944,403,485,301,563,786,914,331,976,309
ENSG00000168081,32,64,16,22,38,43,13,94,5,3,13,50,7,31,15,104,24,115,15
ENSG00000186918,3014,4239,3804,2728,5224,2898,6629,4713,3597,912,4707,3079,1124,2174,1710,1894,2411,4802,2390
ENSG00000214050,1,0,0,0,3,2,0,0,0,0,0,1,0,2,0,1,0,2,0
ENSG00000104290,111,107,20,243,45,14,162,76,113,5,106,24,14,27,51,30,16,306,30
