Gene	SJHBBBM4X52	SJHBBBM4JQZ	SJHBBBM5SGJ	SJHBBBM5TXY	SJHBBBM2GV5	SJHBBBM39BT	SJHBBBM67H6	SJHBBBM2BBR	SJHBBBN9RBJ	SJHBBBM4PX3	SJHBBBN9RDM	SJHBBBN9R9H	SJHBBBM588V	SJHBBBN9RFN	SJHBBBM55F5	SJHBBBM5GW9	SJHBBBM5PY5	SJHBBBM52XR	SJHBBBM5YWS
SCGB1C1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1C2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1D1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1D4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1D5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB2A1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SCGB2A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB2B2	28	17	19	51	33	24	90	56	30	19	61	21	8	12	9	23	37	116	17
SCGB2B3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB3A1	1	0	2	13	0	1	5	3	13	0	1	1	0	0	0	18	5	1	1
SCGB3A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SCGN	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCHIP1	4760	9738	1873	1926	11312	6171	3560	9886	547	1092	1926	498	1193	2023	1390	2623	1892	111	69
SCHLAP1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCIMP	153	175	69	23	92	101	16	175	10	30	11	29	6	33	20	362	19	22	3
SCIN	8	2	371	3	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0
SCLT1	1246	1285	1232	1236	2081	1461	1980	2912	701	824	957	1049	493	618	536	936	721	988	403
SCLY	396	231	428	283	494	235	348	480	212	128	78	90	52	114	98	183	85	250	79
SCMH1	8186	9900	6390	8141	14519	9334	8109	12252	4370	2681	3716	5292	2153	2798	2235	4487	2966	5976	2613
SCML1	188	116	172	1083	31	187	7597	7823	1862	2437	3953	3308	1645	585	1857	919	3559	21	12
SCML2	5103	7364	9003	5162	6940	5477	7428	18695	3841	5669	6124	5139	2462	2821	5225	5813	3931	184	614
SCML2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCML2P2	81	48	133	11	18	32	25	113	7	23	5	3	9	5	12	8	14	17	2
SCML4	1140	1035	251	269	361	570	417	973	626	783	120	322	173	206	411	1504	141	439	133
SCN10A	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0
SCN11A	236	220	143	414	453	159	127	139	32	8	68	29	11	12	9	13	20	80	75
SCN1A	6	13	193	6	10	3	0	0	0	1	0	0	0	0	0	0	0	3	0
SCN1B	111	230	426	478	146	124	1063	4756	495	941	1295	1610	744	413	1199	730	921	345	171
SCN2A	11	453	800	32	10	26	94	2	0	1	2	1	12	1	0	5	1	3467	55
SCN2B	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2	0	0
SCN3A	21166	26149	41433	7506	14855	5429	246	478	8	83	39	90	18	25	11	475	159	8811	2604
SCN3B	450	159	613	327	310	48	56	207	74	120	17	29	23	133	39	94	25	15	16
SCN4A	2785	20607	171	4558	37964	1933	112	460	625	109	158	86	46	158	69	340	72	133	39
SCN4B	1	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	1	0	0
SCN5A	6	3	0	9	10	3	11	33	6	5	17	2	6	2	3	14	2	0	0
SCN7A	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
SCN8A	90	18	12	74	71	29	34	71	33	27	15	18	13	7	10	67	16	7	37
SCN9A	242	36	219	5	414	5	6	15	3	6	14	5	2	8	0	20	1	3	3
SCNM1	1263	1520	1468	1063	3714	1753	896	2576	1312	941	859	1056	465	1049	678	1394	589	1489	450
SCNN1A	24	29	29	65	8	21	32	42	26	11	29	28	20	31	10	44	37	7	5
SCNN1B	1	0	0	9	8	0	0	0	1	0	0	0	0	1	0	2	0	2	0
SCNN1D	1618	1185	1071	3169	2361	1652	3232	2561	2146	1068	1341	1582	909	1134	513	1165	892	1981	481
SCNN1G	0	0	0	6	0	247	0	0	0	0	0	0	1	0	0	0	0	0	0
SCO1	2758	2721	3253	3042	3879	2086	2629	7143	2247	2324	2979	2637	1081	1321	2021	2731	2160	2849	1011
SCO2	198	262	309	218	531	284	140	473	326	140	84	426	84	156	140	358	35	497	138
SCOC	1839	3009	2307	838	2167	2241	1394	6125	612	2751	1927	1204	1033	407	2098	1417	1116	322	344
SCOC-AS1	97	149	185	50	206	61	106	264	15	49	67	67	60	40	82	94	100	57	16
SCOCP1	14	9	14	3	10	1	12	24	4	4	2	7	1	1	4	6	1	3	1
SCP2	2643	2574	3058	1536	3131	3457	2116	3884	1162	1543	1235	1509	1031	849	1588	1982	975	1931	493
SCP2D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCPEP1	1777	1860	1151	1299	3854	1121	5003	19116	2359	3005	5232	5352	1784	1550	2859	4699	4320	3978	2120
SCRG1	0	0	0	1	4	0	0	13	1	3	2	2	3	0	12	6	2	0	0
SCRIB	6904	6250	5350	5835	19530	8090	11531	14031	4660	4578	4693	4755	2484	3464	3883	5767	3745	6760	2115
SCRN1	328	202	118	109	155	99	67	95	36	42	89	278	20	191	19	399	67	46	31
SCRN2	3368	3917	3806	3028	11901	3139	3584	6859	2737	1516	1364	2513	1796	1813	1905	3997	1863	2054	546
SCRN3	557	879	722	452	701	1182	300	1580	256	549	233	206	161	151	400	618	164	301	137
SCRT1	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	1
SCRT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCT	3	0	0	13	4	0	6	2	0	1	3	5	1	7	0	0	2	62	2
SCTR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCUBE1	10	10	22	7	11	6	8	10	16	3	9	1	2	1	1	2	0	9	4
SCUBE2	4	2	342	1	8	1	117	209	5	1	71	3	1	0	24	195	73	7	1
SCUBE3	137	127	74	2	32	24	95	9	9	0	7	1	1	53	0	6	33	2	5
SCX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCXA	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SCYL1	3592	4027	4068	4800	10265	3815	5023	6023	3295	1865	3869	3538	1411	2127	1584	3605	2489	4940	3503
SCYL2	3896	5009	4525	4373	4180	3843	4076	6438	2642	2515	5090	3568	1034	1272	1964	2530	2706	2067	2959
SCYL3	1165	1428	1082	463	1689	1153	275	1890	287	722	273	409	290	353	454	1058	167	515	70
SCb-64M4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDAD1	1917	2298	2526	1117	3205	2553	1143	5902	683	1963	1563	1101	580	487	1385	2600	804	1142	534
SDAD1P1	272	286	311	138	414	240	50	328	39	132	85	102	42	87	104	174	64	77	59
SDAD1P2	3	4	0	0	6	0	0	1	0	3	3	0	2	0	0	2	0	0	0
SDAD1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDAD1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDC1	707	154	783	265	386	789	76	412	30	9	131	10	12	47	45	46	18	5	4
SDC2	4903	623	5698	2589	14116	2677	140	56	319	35	182	93	71	12	196	63	109	208	2194
SDC3	63	159	27	53	79	60	90	10	15	3	25	26	6	23	4	46	13	10	99
SDC4	71	4	316	7	17	5	190	161	379	25	73	49	13	31	19	11	96	17	8
SDC4P	2	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	13	0
SDCBP	2524	3541	1136	2310	2747	2879	5698	8080	1013	2074	5012	3588	1424	1681	2913	2980	3023	1989	2280
SDCBP2	57	63	27	103	110	117	49	36	10	10	18	54	12	16	10	19	17	59	27
SDCBP2-AS1	502	448	527	377	734	404	184	514	140	166	222	135	76	122	189	248	115	192	74
SDCBP2P1	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0
SDCBPP1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SDCBPP2	2	5	1	1	0	1	0	4	0	1	1	2	1	3	1	1	0	0	3
SDCBPP3	0	0	0	6	1	2	4	8	2	2	1	1	2	2	0	2	0	0	1
SDCCAG3	1803	1888	2546	1268	5838	2347	1347	4958	835	1611	1001	1026	826	1367	1152	1891	629	2344	612
SDCCAG3P1	0	0	0	0	2	1	0	2	1	0	0	1	0	0	0	0	0	1	0
SDCCAG3P2	0	1	0	0	6	1	0	2	0	0	1	0	0	0	1	0	0	2	0
SDCCAG8	2235	3241	2997	1438	4815	2595	1659	3601	1156	1008	1347	2104	688	1611	859	1448	941	1773	707
SDE2	5965	2486	6726	23338	2576	2213	9012	3349	4638	1033	8685	6498	2179	3051	959	1554	6398	11009	7649
SDF2	946	1326	1429	745	2989	1496	982	3449	874	1232	1542	1661	666	950	979	1897	1235	1064	646
SDF2L1	315	186	232	323	546	319	344	1556	267	546	144	269	201	400	281	1065	157	409	74
SDF4	4768	4216	4123	3034	11563	4870	4947	6965	2395	2382	2339	2856	1378	2375	1738	4809	1660	4012	1772
SDHA	7850	6962	8638	4998	22198	11939	10067	11442	7477	8022	4742	3901	1722	3559	2749	6353	3343	6592	2759
SDHAF1	272	382	338	96	1203	468	73	735	52	207	123	131	78	149	179	450	83	167	23
SDHAF2	252	291	299	237	695	370	132	498	102	153	121	133	60	131	127	224	68	179	57
SDHAF3	143	227	272	95	634	279	43	12	4	295	4	46	89	44	67	31	12	133	52
SDHAF4	280	391	354	111	631	404	269	1107	111	424	112	221	164	209	241	314	131	252	53
SDHAP1	1006	1062	1211	466	6203	1905	2284	2948	7336	1318	5335	932	743	850	739	1635	853	1293	1876
SDHAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDHAP3	379	967	137	244	1062	587	914	714	1810	1197	461	571	277	558	416	1051	472	768	343
SDHB	1493	1672	1656	1562	3676	1731	1710	3442	1499	1517	1616	1694	645	1426	926	1845	975	2221	922
SDHC	3285	3783	3955	1842	6440	3698	2180	5610	1396	2118	1198	1439	997	1231	1517	2547	851	2020	514
SDHCP1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDHCP2	0	2	0	0	2	0	1	0	0	0	0	1	0	0	1	0	0	0	0
SDHCP3	1	6	5	3	7	2	9	11	5	2	3	3	1	3	0	2	1	3	2
SDHCP4	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	3	0	0	0
SDHD	941	1163	1356	563	876	1313	715	2452	435	1386	692	717	370	400	750	761	504	567	429
SDHDP1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SDHDP2	0	2	1	3	2	2	1	3	0	1	0	0	1	0	1	2	0	0	0
SDHDP6	0	28	14	6	34	19	15	2	6	19	3	14	0	2	11	5	1	17	2
SDK1	2230	2776	643	2636	12150	2533	162	446	141	19	20	82	39	8	222	379	16	15	1749
SDK2	5781	5711	3598	8475	21015	6234	3381	9413	3301	3753	4999	6942	1768	3580	3161	8896	4028	2026	423
SDPR	20	7	5	4	11	7	1	3	2	7	54	14	2	26	0	14	11	1	43
SDR16C5	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SDR16C6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDR39U1	4708	5817	4793	4928	12178	6597	7532	11769	5172	4362	6998	6597	2471	4291	3150	8649	3893	6013	2227
SDR42E1	145	66	48	32	16	19	32	28	8	4	6	48	5	17	5	76	10	13	1
SDR42E1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDR42E1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDR42E1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDR42E1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDR42E1P5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDR42E2	8	4	8	4	10	1	3	13	15	2	5	9	1	9	2	1	1	3	8
SDR9C7	0	2	0	1	0	0	5	0	1	1	5	2	0	1	0	1	0	1	0
SDS	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
SDSL	87	4	5	26	38	20	1	10	0	5	5	32	6	97	4	5	10	53	34
SEBOX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC11A	2001	2690	1820	1304	4395	2497	1919	4879	2205	2108	1860	2121	925	1885	1365	3318	1170	1994	970
SEC11B	0	1	1	0	0	3	0	1	1	0	0	0	3	2	0	0	0	2	1
SEC11C	785	524	460	571	756	564	159	82	151	36	68	167	7	186	23	1213	66	439	228
SEC13	4747	4342	4513	4048	11944	4453	5364	10332	3199	3250	2986	4252	1599	3030	2140	4441	2444	4636	2736
SEC13P1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0
SEC14L1	1544	2862	650	5307	7642	2409	6465	7755	6295	2379	10041	17023	6417	3149	2094	4910	3706	5078	5126
SEC14L1P1	190	176	253	236	215	101	159	173	21	15	79	67	46	83	7	156	100	126	59
SEC14L2	45	22	36	309	66	20	504	63	66	16	1518	1213	205	399	107	291	383	38	49
SEC14L3	0	0	0	0	2	0	0	0	0	0	1	2	0	9	0	0	0	2	0
SEC14L4	172	12	14	25	265	37	20	29	1	11	8	146	0	672	13	4	73	311	59
SEC14L5	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
SEC14L6	1	1	1	0	6	0	0	0	1	0	0	1	1	1	0	2	2	1	1
SEC16A	9255	9761	8505	6563	17382	7987	10161	15190	4170	4137	9069	5681	1955	3201	2820	6599	3688	6764	4924
SEC16B	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
SEC1P	61	28	54	32	189	52	39	193	15	61	9	24	20	11	44	121	8	35	4
SEC22A	521	463	494	412	621	611	477	925	348	337	284	297	149	146	276	407	242	363	77
SEC22B	1507	2096	1669	777	2335	1886	814	2695	404	896	434	468	245	408	530	1019	309	621	326
SEC22C	2697	3283	3077	3604	4389	2937	4934	6220	2673	1878	5324	3402	1112	2311	1478	2728	2784	3078	2570
SEC23A	2016	2613	2580	1666	3378	2252	2184	6090	1717	3200	3150	1744	953	1071	1520	2879	1134	918	589
SEC23B	2090	2447	2104	1093	4094	2565	1471	4641	628	1936	1038	1275	613	1001	1122	3078	672	1453	874
SEC23IP	2293	3189	3804	1231	3562	3010	923	8236	811	1891	1245	1451	546	992	1592	2004	719	1237	305
SEC24A	1730	1404	1842	1344	1352	1244	1103	2570	1640	1405	1547	1309	427	648	619	1069	859	944	820
SEC24B	4007	3800	3786	4282	4042	3298	7995	8371	4113	2522	6587	5573	1432	1814	1926	3678	3750	2772	2632
SEC24B-AS1	226	212	227	146	271	157	143	296	95	93	69	115	33	41	91	95	103	112	35
SEC24C	8383	8989	9657	10932	19278	10289	10083	20377	9962	4513	7668	11483	2563	7201	4903	8470	5566	11537	4185
SEC24D	1217	1049	1663	971	1249	1025	989	2207	838	968	1271	532	528	326	784	3286	576	425	144
SEC31A	5710	6613	5506	4723	10026	6107	6804	13899	5317	5100	4126	5230	2129	2972	3338	7551	3049	5251	3087
SEC31B	6260	5484	6331	8216	15759	5130	14586	15044	11074	3707	10380	8523	3481	4866	3490	4299	4223	8513	3298
SEC61A1	8180	8504	9799	11276	21308	9482	11089	16835	7005	5614	9386	8685	2730	5220	4409	11321	6288	9766	6093
SEC61A2	3330	2015	2854	3992	4918	2519	4235	5707	1985	1525	2530	3276	652	850	1379	1302	1251	3631	1734
SEC61B	1675	1904	1586	3314	3775	1826	3545	3108	2341	1275	3959	2529	722	1747	861	2263	1709	3787	2762
SEC61G	1195	1649	1067	1722	2063	1450	2196	2621	1224	1301	1735	1339	547	864	664	1632	1083	1637	844
SEC62	4749	6765	8463	4836	7246	5129	5395	8014	3137	3404	6152	3918	1147	3002	2420	3885	3159	3331	2923
SEC62-AS1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC63	7586	10397	5005	10508	5611	8962	18885	22905	10119	6143	14318	12385	4029	4911	3956	6115	8870	6580	6905
SEC63P1	14	33	9	26	16	20	48	38	36	12	52	42	10	16	4	25	29	28	17
SEC63P2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SECISBP2	7604	6979	7279	9236	9415	5377	10896	13562	4869	3612	12514	7363	2018	3311	2711	5678	5171	7574	4505
SECISBP2L	6438	7139	7218	9745	6173	4749	8867	7604	4434	2649	11493	5724	1672	1874	1590	5855	6458	2796	3202
SECTM1	142	145	99	6	30	37	21	76	269	48	17	83	10	36	33	184	4	18	27
SEH1L	2115	2831	3330	2281	2341	1844	3093	8081	1279	2262	1989	1809	463	1178	2216	1641	1294	2074	1877
SEL1L	5172	5138	5904	3624	4415	3803	6473	13372	2756	5778	7497	4407	1416	1494	3146	5306	3908	1688	1389
SEL1L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEL1L3	2383	882	425	741	1759	2061	4935	6006	502	3511	7607	962	552	990	690	19236	2718	145	83
SELE	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0
SELENBP1	2271	94	96	102	1597	257	128	267	15	19	55	1753	15	6804	81	61	1114	3316	352
SELK	1163	923	1066	2069	1687	885	1689	1895	1068	812	1940	1706	511	1406	740	1474	1167	1320	1343
SELL	12872	20684	19092	2999	18868	10099	1181	4631	1922	4916	560	2471	607	1740	1573	7347	688	13174	614
SELM	112	36	20	148	43	22	145	252	308	12	174	100	81	57	94	596	60	30	16
SELO	4982	3568	3268	3839	8013	3803	15325	6401	3981	1842	9516	4434	1473	2381	1585	4616	3000	10171	4081
SELP	28	36	18	27	57	13	20	5	14	8	16	9	1	13	2	19	4	78	7
SELPLG	2722	851	651	278	763	420	186	534	42	266	108	255	62	337	118	2210	76	205	37
SELT	3757	3338	3725	5110	4876	2975	5127	4065	4097	2350	5043	3905	1110	1476	1595	2284	2384	2464	3276
SELV	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA3A	7	79	1148	9	36	21	16	0	0	0	4	3	3	14	0	3	3	4	0
SEMA3B	200	74	150	687	102	82	502	139	64	50	395	126	76	55	31	114	95	106	46
SEMA3B-AS1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SEMA3C	40	4	2	1	0	2	6	2	0	1	6	9	2	2	0	12	3	2	3
SEMA3D	388	844	16	1076	874	834	4	1	2	2	1	1	3	0	0	1	0	0	0
SEMA3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA3F	3824	4564	3039	1997	12617	4429	3716	3990	481	848	6071	4922	1422	2125	972	1666	2014	206	7
SEMA3F-AS1	13	17	14	15	40	13	8	21	2	0	8	13	5	1	9	5	4	1	3
SEMA3G	23	3	26	8	55	10	34	344	26	42	14	34	34	23	57	20	61	5	2
SEMA4A	778	869	218	1101	844	379	1680	3645	1539	1186	1215	1397	611	738	1670	1869	947	1358	467
SEMA4B	2913	3097	3108	1144	5677	2030	1462	2517	496	1045	690	766	473	1246	1055	4536	357	1288	268
SEMA4C	1151	1793	177	1265	230	494	761	200	97	63	166	249	124	271	67	376	91	556	36
SEMA4D	8041	6868	5924	6489	10551	6162	7146	10720	2976	4921	3644	2893	1194	2468	2386	4782	1985	4048	2331
SEMA4F	144	44	42	214	93	38	92	649	47	12	111	37	171	50	6	154	19	317	69
SEMA4G	71	72	21	27	71	18	58	132	34	8	18	26	30	30	20	48	8	18	9
SEMA5A	99	6	6	115	205	37	4	2	13	48	8	0	1	4	5	48	0	1	0
SEMA5B	368	4	5	97	8278	7974	4	1	0	2	2	0	1	0	1	1	3	22	1
SEMA6A	14499	13916	22058	6362	23408	10274	668	7187	7165	2102	325	1881	266	1529	478	183	1051	19	8
SEMA6A-AS1	205	190	97	223	307	201	325	519	195	260	210	216	79	126	145	225	168	335	86
SEMA6B	43	4	107	8	65	8	21	6	1	0	13	20	18	207	4	2	22	13	10
SEMA6C	2437	12915	188	8246	15767	8567	10633	13564	5823	2129	3684	3485	2284	5605	2528	5641	3198	3221	1529
SEMA6D	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	2319	7
SEMA7A	296	173	112	226	677	98	12773	857	7885	255	4128	3626	923	2457	944	677	1989	802	2797
SEMG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SENCR	221	142	105	244	547	233	30	55	17	47	8	13	20	17	19	68	4	89	40
SENP1	1965	2196	2278	2351	2653	2237	2177	4051	1131	1653	1416	1378	637	668	904	1788	1145	1332	633
SENP2	3198	3117	5728	4189	5555	2833	4075	4324	2324	1448	3652	2685	763	1035	1133	2233	2399	3124	2624
SENP3	641	542	657	556	1426	679	919	2078	643	702	598	711	395	398	471	775	536	595	307
SENP3-EIF4A1	74	22	37	156	51	23	224	93	176	50	236	147	37	67	43	71	135	141	119
SENP5	2138	3307	4737	2529	3609	2947	3824	5302	2680	1410	3148	2736	637	1158	973	2303	1958	2794	2752
SENP6	9466	10455	11346	9726	9673	7720	15447	22346	6215	5808	8590	7789	3381	3742	3095	5462	5396	6427	4360
SENP7	5691	6006	6580	5449	6636	4464	4287	5156	1872	1630	3307	2317	1033	1260	1305	2744	1783	2855	1868
SENP8	13	14	18	3	42	28	13	81	11	41	6	8	15	11	20	29	8	20	7
SEP15	7395	7413	6991	4845	12353	8665	4979	9674	3279	4619	3021	3378	1635	2178	3749	5984	2054	3527	1911
SEPHS1	4507	4556	4479	5521	11303	6346	3418	9396	2155	3475	1704	2787	1014	1591	2186	2788	1318	2069	1056
SEPHS1P1	1	1	1	2	11	5	1	3	0	0	0	1	0	0	0	2	0	0	0
SEPHS1P4	0	10	2	4	14	6	2	6	0	1	1	5	0	2	1	3	1	3	2
SEPHS1P6	3	6	2	3	7	2	2	5	2	2	0	0	0	0	3	4	0	2	0
SEPHS1P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEPHS2	2521	3337	4835	1716	6537	3806	1491	5571	967	2005	2908	1990	638	1151	1583	3135	1275	1634	490
SEPHS2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEPN1	2957	2775	3028	2541	5960	3437	3610	7789	3765	1953	2589	3060	1119	1898	1545	2616	1580	4218	2040
SEPP1	160	672	22	48	144	714	74	32	65	30	54	6	212	24	76	16	16	13	14
SEPSECS	1918	2115	2156	2410	1390	1935	2308	3815	1143	1164	2413	1433	571	489	906	1436	1479	1244	584
SEPSECS-AS1	1	183	181	38	381	223	117	596	65	201	48	89	59	57	0	198	32	52	11
SEPT1	3107	3211	2182	2375	4898	3466	1658	2600	1020	1763	1005	953	384	698	856	3564	563	4633	418
SEPT10	3	3	0	0	1	3	0	0	0	1	1	2	0	2	0	12	0	0	0
SEPT10P1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	1	0
SEPT11	4407	5813	4472	1237	6241	4186	3514	10691	2030	4580	789	2214	1493	1614	3001	5913	1422	1387	772
