,length
ENSG00000119227,3198
ENSG00000163975,8394
ENSG00000075711,16552
ENSG00000161267,11814
ENSG00000145016,11139
ENSG00000122068,7897
ENSG00000186001,12639
ENSG00000114473,7468
ENSG00000185621,8692
ENSG00000272602,3929
ENSG00000250312,5073
ENSG00000186777,2346
ENSG00000131127,12944
ENSG00000182903,6390
ENSG00000174227,10899
ENSG00000273238,2416
ENSG00000133256,5097
ENSG00000169020,932
ENSG00000215375,4305
ENSG00000169026,2474
ENSG00000185619,7425
ENSG00000168993,2349
ENSG00000178950,15155
ENSG00000127419,3623
ENSG00000145214,4983
ENSG00000145217,4293
ENSG00000127415,4058
ENSG00000127418,4342
ENSG00000178222,5005
ENSG00000159674,5985
ENSG00000159692,8364
ENSG00000090316,9821
ENSG00000163945,16920
ENSG00000235608,1347
ENSG00000174137,4198
ENSG00000163950,1884
ENSG00000013810,8186
ENSG00000168936,3442
ENSG00000068078,4848
ENSG00000168924,8093
ENSG00000109685,20352
ENSG00000185049,5057
ENSG00000243449,540
ENSG00000185818,6056
ENSG00000130997,7721
ENSG00000214367,10300
ENSG00000123933,6873
ENSG00000159733,9612
ENSG00000206113,5198
ENSG00000063978,7141
ENSG00000125386,6951
ENSG00000168884,2652
ENSG00000087266,13918
ENSG00000087274,13227
ENSG00000109736,3134
ENSG00000087269,3559
ENSG00000125388,4736
ENSG00000197386,21407
ENSG00000188981,5989
ENSG00000159788,13755
ENSG00000109758,2757
ENSG00000175920,4036
ENSG00000163956,11816
ENSG00000184160,2179
ENSG00000163982,1981
ENSG00000132406,1748
ENSG00000145220,2304
ENSG00000168826,2889
ENSG00000168824,4355
ENSG00000168818,5349
ENSG00000163132,2121
ENSG00000170891,989
ENSG00000152953,5282
ENSG00000173040,5501
ENSG00000072840,7144
ENSG00000072832,5851
ENSG00000181215,20673
ENSG00000152969,3812
ENSG00000284684,138
ENSG00000109501,4513
ENSG00000074211,9366
ENSG00000013288,8884
ENSG00000179010,2655
ENSG00000170846,3599
ENSG00000163993,471
ENSG00000178988,2165
ENSG00000186222,1491
ENSG00000170871,8499
ENSG00000132405,6260
ENSG00000173013,2153
ENSG00000173011,5795
ENSG00000109519,4055
ENSG00000184985,6317
ENSG00000178597,4646
ENSG00000196526,10036
ENSG00000163995,6166
ENSG00000125089,10601
ENSG00000170801,3319
ENSG00000087008,3846
ENSG00000155275,7752
ENSG00000155269,10635
ENSG00000109625,3447
ENSG00000215612,2166
ENSG00000229924,2492
ENSG00000231396,1593
ENSG00000233136,1593
ENSG00000227551,1593
ENSG00000232399,1593
ENSG00000223569,1662
ENSG00000249104,1593
ENSG00000250844,1593
ENSG00000248920,1593
ENSG00000250745,1593
ENSG00000249811,1593
ENSG00000248933,1593
ENSG00000250913,551
ENSG00000232264,1593
ENSG00000230430,1593
ENSG00000229579,1593
ENSG00000227140,1593
ENSG00000235780,1593
ENSG00000231051,1593
ENSG00000231637,1593
ENSG00000228856,1593
ENSG00000186146,213
ENSG00000109667,6628
ENSG00000169676,2376
ENSG00000071127,7827
ENSG00000178163,10915
ENSG00000109684,6109
ENSG00000002587,7435
ENSG00000157869,2221
ENSG00000109705,2259
ENSG00000038219,15862
ENSG00000137449,7370
ENSG00000163145,5340
ENSG00000048342,14588
ENSG00000118564,4701
ENSG00000237765,4766
ENSG00000109743,2865
ENSG00000004468,6857
ENSG00000137440,1351
ENSG00000137441,1187
ENSG00000007062,7457
ENSG00000169762,7758
ENSG00000169744,5455
ENSG00000151552,3034
ENSG00000249581,823
ENSG00000002549,3779
ENSG00000118579,10972
ENSG00000047662,6731
ENSG00000163257,4816
ENSG00000109805,4847
ENSG00000178177,16917
ENSG00000145147,11067
ENSG00000163138,8232
ENSG00000185774,4239
ENSG00000152990,9261
ENSG00000109819,10870
ENSG00000109606,8166
ENSG00000109610,2018
ENSG00000181982,9670
ENSG00000153012,6495
ENSG00000109618,9539
ENSG00000038210,3685
ENSG00000168228,4411
ENSG00000053900,7444
ENSG00000157765,5045
ENSG00000091490,7483
ENSG00000250317,1612
ENSG00000168214,10796
ENSG00000163394,1746
ENSG00000109680,4138
ENSG00000109689,8283
ENSG00000169851,12249
ENSG00000047365,12427
ENSG00000197057,7379
ENSG00000174145,7800
ENSG00000154274,4470
ENSG00000181826,4214
ENSG00000169299,3677
ENSG00000065882,9035
ENSG00000250254,731
ENSG00000109787,6771
ENSG00000174123,4218
ENSG00000174125,4537
ENSG00000174130,6035
ENSG00000197712,4871
ENSG00000121895,2562
ENSG00000109790,5144
ENSG00000157796,8773
ENSG00000035928,6719
ENSG00000134962,6002
ENSG00000121897,11318
ENSG00000109814,4025
ENSG00000163683,6527
ENSG00000078140,5180
ENSG00000121892,12204
ENSG00000078177,9811
ENSG00000168421,6608
ENSG00000174343,3164
ENSG00000163694,8544
ENSG00000179299,5899
ENSG00000163697,12956
ENSG00000154277,2207
ENSG00000064042,10862
ENSG00000109132,2847
ENSG00000109133,8462
ENSG00000182308,4710
ENSG00000014824,7199
ENSG00000188848,8850
ENSG00000178343,2322
ENSG00000124406,11199
ENSG00000215203,1545
ENSG00000183783,2712
ENSG00000177752,1813
ENSG00000151806,4463
ENSG00000163281,7216
ENSG00000163285,6758
ENSG00000151834,16898
ENSG00000170516,817
ENSG00000109158,11305
ENSG00000163288,2952
ENSG00000169019,1758
ENSG00000145246,7978
ENSG00000145244,10086
ENSG00000170448,4494
ENSG00000163293,5983
ENSG00000198515,3590
ENSG00000074966,3466
ENSG00000135605,4004
ENSG00000109171,6306
ENSG00000145248,2551
ENSG00000182223,1460
ENSG00000075539,18165
ENSG00000109180,4714
ENSG00000145247,2483
ENSG00000109182,3110
ENSG00000109184,7625
ENSG00000188993,3327
ENSG00000163069,4358
ENSG00000163071,4975
ENSG00000109189,8895
ENSG00000226887,4022
ENSG00000128045,2445
ENSG00000184178,3176
ENSG00000145216,5639
ENSG00000282278,2550
ENSG00000072201,5624
ENSG00000109220,1233
ENSG00000180613,1787
ENSG00000134853,9547
ENSG00000157404,5563
ENSG00000128052,6341
ENSG00000128039,7702
ENSG00000288695,4521
ENSG00000134851,7048
ENSG00000134852,11533
ENSG00000163440,900
ENSG00000109255,975
ENSG00000250821,894
ENSG00000090989,5367
ENSG00000174799,8638
ENSG00000109265,6745
ENSG00000157426,4654
ENSG00000128059,5439
ENSG00000128050,7516
ENSG00000174780,6145
ENSG00000196503,2254
ENSG00000249693,1796
ENSG00000171476,7753
ENSG00000128040,772
ENSG00000084093,9408
ENSG00000084092,2218
ENSG00000047315,5891
ENSG00000163453,1930
ENSG00000150471,13991
ENSG00000205678,6023
ENSG00000145242,9833
ENSG00000145241,8496
ENSG00000035720,1951
ENSG00000033178,11408
ENSG00000109163,4402
ENSG00000153802,3264
ENSG00000187054,3960
ENSG00000198092,2077
ENSG00000185873,3352
ENSG00000083896,7033
ENSG00000087128,2124
ENSG00000197888,2077
ENSG00000196620,2134
ENSG00000109181,2757
ENSG00000135220,3075
ENSG00000171234,2260
ENSG00000213759,2357
ENSG00000135226,1857
ENSG00000156096,2506
ENSG00000173610,3919
ENSG00000271271,2568
ENSG00000173597,7259
ENSG00000284695,716
ENSG00000109193,2084
ENSG00000126545,998
ENSG00000135222,1066
ENSG00000126549,2140
ENSG00000205649,2035
ENSG00000126550,3784
ENSG00000187533,5289
ENSG00000109205,1562
ENSG00000181617,513
ENSG00000171209,836
ENSG00000145309,1517
ENSG00000109208,666
ENSG00000171201,1383
ENSG00000171199,1048
ENSG00000171195,2798
ENSG00000187689,1009
ENSG00000178522,2009
ENSG00000132464,5807
ENSG00000132465,1546
ENSG00000132467,2020
ENSG00000018189,9405
ENSG00000132463,7736
ENSG00000173542,8801
ENSG00000156136,3103
ENSG00000080493,9153
ENSG00000145321,2095
ENSG00000056291,2359
ENSG00000156140,7007
ENSG00000163626,6976
ENSG00000132466,12042
ENSG00000163631,3431
ENSG00000081051,3201
ENSG00000079557,2182
ENSG00000169435,6630
ENSG00000169429,2239
ENSG00000124875,2040
ENSG00000109272,743
ENSG00000163739,1362
ENSG00000163737,773
ENSG00000163736,1307
ENSG00000163735,2436
ENSG00000163734,2219
ENSG00000081041,1398
ENSG00000163738,9819
ENSG00000182585,3299
ENSG00000124882,5713
ENSG00000109321,1642
ENSG00000174808,2653
ENSG00000169116,5034
ENSG00000163743,6565
ENSG00000174796,7127
ENSG00000174792,2040
ENSG00000138769,5290
ENSG00000138757,13799
ENSG00000138768,4604
ENSG00000156194,4979
ENSG00000138744,4416
ENSG00000198301,3491
ENSG00000138755,2761
ENSG00000156219,3279
ENSG00000169245,1175
ENSG00000169248,1781
ENSG00000138750,3991
ENSG00000138760,19295
ENSG00000189157,9511
ENSG00000272414,3242
ENSG00000118804,2244
ENSG00000163749,5860
ENSG00000138771,13829
ENSG00000186212,3993
ENSG00000138758,9740
ENSG00000118816,4048
ENSG00000138764,7416
ENSG00000156234,1431
ENSG00000138767,9367
ENSG00000169288,1628
ENSG00000138759,19207
ENSG00000138772,4895
ENSG00000138756,9931
ENSG00000163291,12403
ENSG00000156269,2718
ENSG00000196475,1868
ENSG00000163297,10149
ENSG00000152784,4589
ENSG00000138675,5998
ENSG00000197826,4462
ENSG00000152785,6087
ENSG00000138669,5116
ENSG00000138670,10183
ENSG00000138668,6981
ENSG00000152795,5529
ENSG00000145293,2083
ENSG00000249242,3497
ENSG00000145284,4231
ENSG00000138674,9297
ENSG00000168152,4332
ENSG00000189308,6762
ENSG00000138663,3566
ENSG00000145287,3787
ENSG00000173085,2774
ENSG00000173083,5101
ENSG00000163312,3712
ENSG00000163319,4866
ENSG00000163322,7699
ENSG00000138678,3623
ENSG00000163623,3930
ENSG00000163624,4309
ENSG00000163625,17168
ENSG00000138639,7870
ENSG00000109339,42623
ENSG00000163629,9496
ENSG00000145283,1623
ENSG00000163633,2100
ENSG00000285458,2497
ENSG00000172493,10968
ENSG00000145332,7354
ENSG00000170509,2377
ENSG00000198189,2332
ENSG00000170502,3194
ENSG00000152583,3476
ENSG00000152591,4331
ENSG00000152592,2709
ENSG00000029559,1573
ENSG00000152595,2477
ENSG00000118785,2321
ENSG00000118762,5531
ENSG00000118777,5602
ENSG00000163644,11371
ENSG00000138642,5779
ENSG00000138646,4764
ENSG00000145337,1311
ENSG00000255072,1311
ENSG00000287542,4967
ENSG00000138641,6969
ENSG00000177432,1917
ENSG00000138640,13215
ENSG00000180346,3186
ENSG00000185477,14998
ENSG00000145335,6202
ENSG00000138722,5510
ENSG00000184305,10474
ENSG00000152208,10617
ENSG00000172238,2212
ENSG00000163104,6313
ENSG00000163106,2111
ENSG00000163110,11090
ENSG00000138696,6561
ENSG00000182168,10685
ENSG00000163114,1372
ENSG00000163116,6076
ENSG00000138698,5421
ENSG00000168785,7412
ENSG00000151247,4971
ENSG00000164024,4074
ENSG00000197894,4866
ENSG00000198099,2453
ENSG00000172955,4401
ENSG00000187758,2231
ENSG00000196616,10770
ENSG00000248144,1574
ENSG00000196344,3108
ENSG00000138813,3253
ENSG00000145331,4386
ENSG00000138823,5123
ENSG00000248713,10086
ENSG00000070190,4590
ENSG00000109270,4164
ENSG00000164031,12970
ENSG00000164032,2270
ENSG00000145358,2994
ENSG00000164035,5172
ENSG00000138814,5213
ENSG00000153064,6144
ENSG00000138821,6480
ENSG00000109320,6359
ENSG00000109323,11743
ENSG00000109332,10044
ENSG00000145354,6352
ENSG00000164037,2957
ENSG00000164038,8611
ENSG00000164039,5213
ENSG00000138778,9928
ENSG00000169836,5359
ENSG00000168772,5823
ENSG00000168769,16474
ENSG00000138777,4640
ENSG00000236699,7580
ENSG00000138785,3897
ENSG00000138780,6292
ENSG00000168743,6111
ENSG00000145348,10829
ENSG00000164022,8601
ENSG00000250298,1516
ENSG00000155011,4335
ENSG00000138801,3260
ENSG00000164023,7635
ENSG00000155016,5920
ENSG00000138796,12085
ENSG00000138795,5361
ENSG00000198856,1616
ENSG00000164089,2942
ENSG00000188517,8744
ENSG00000138802,5219
ENSG00000005059,3555
ENSG00000138794,1943
ENSG00000123739,5221
ENSG00000285330,2385
ENSG00000205403,4695
ENSG00000109534,1964
ENSG00000180245,7160
ENSG00000183423,3992
ENSG00000138798,7628
ENSG00000170522,7274
ENSG00000138792,7720
ENSG00000164093,5787
ENSG00000174749,8844
ENSG00000138660,6504
ENSG00000145365,4256
ENSG00000073331,12326
ENSG00000178403,2295
ENSG00000138658,9103
ENSG00000174720,3996
ENSG00000145362,20380
ENSG00000145349,7363
ENSG00000180801,5146
ENSG00000174607,4385
ENSG00000138653,3719
ENSG00000270394,1445
ENSG00000174599,2023
ENSG00000164100,6854
ENSG00000164099,5725
ENSG00000145388,6838
ENSG00000150961,9920
ENSG00000172403,19530
ENSG00000172399,2549
ENSG00000145390,11950
ENSG00000164096,2960
ENSG00000145384,2226
ENSG00000138735,9586
ENSG00000164109,5517
ENSG00000138738,9517
ENSG00000173376,3573
ENSG00000050730,3749
ENSG00000186867,2830
ENSG00000164111,2925
ENSG00000164112,3061
ENSG00000123737,4710
ENSG00000145386,2748
ENSG00000138686,4930
ENSG00000138741,9210
ENSG00000138688,20472
ENSG00000164113,2699
ENSG00000109471,1119
ENSG00000138684,3292
ENSG00000181004,3431
ENSG00000138685,6775
ENSG00000170917,6582
ENSG00000145375,9313
ENSG00000164056,3963
ENSG00000151458,8798
ENSG00000196159,21269
ENSG00000164066,16041
ENSG00000151475,1812
ENSG00000164070,11439
ENSG00000142731,4479
ENSG00000164073,8849
ENSG00000164074,6733
ENSG00000138709,9480
ENSG00000164040,4626
ENSG00000077684,9052
ENSG00000151466,8980
ENSG00000151470,7015
ENSG00000138650,10182
ENSG00000254535,4985
ENSG00000189184,6686
ENSG00000151012,9645
ENSG00000151014,2512
ENSG00000109381,8560
ENSG00000137463,1224
ENSG00000109390,2994
ENSG00000164134,9664
ENSG00000172007,4714
ENSG00000145391,13909
ENSG00000085871,3172
ENSG00000196782,7012
ENSG00000153130,6296
ENSG00000153132,2822
ENSG00000205301,5595
ENSG00000179387,6617
ENSG00000109424,1621
ENSG00000109436,5851
ENSG00000170153,11012
ENSG00000109445,2536
ENSG00000164136,7876
ENSG00000109452,14153
ENSG00000170185,7831
ENSG00000109458,10119
ENSG00000153147,8146
ENSG00000183090,6869
ENSG00000197465,2007
ENSG00000250361,1907
ENSG00000170180,4251
ENSG00000285713,1890
ENSG00000164161,11939
ENSG00000164162,4522
ENSG00000164163,6254
ENSG00000164164,9513
ENSG00000170365,7094
ENSG00000151611,8375
ENSG00000237136,1094
ENSG00000151612,19123
ENSG00000164167,3975
ENSG00000250673,2260
ENSG00000120519,6687
ENSG00000151615,3144
ENSG00000137473,3353
ENSG00000151617,4238
ENSG00000164168,4709
ENSG00000164169,3952
ENSG00000071205,10755
ENSG00000151623,6607
ENSG00000234828,2886
ENSG00000170390,4416
ENSG00000198589,16757
ENSG00000181541,2543
ENSG00000109686,7762
ENSG00000189099,989
ENSG00000164142,11843
ENSG00000059691,11741
ENSG00000109670,10979
ENSG00000170006,11438
ENSG00000169989,2438
ENSG00000164144,4269
ENSG00000137460,6597
ENSG00000109654,16203
ENSG00000288637,5884
ENSG00000121211,1511
ENSG00000121210,6393
ENSG00000137462,5775
ENSG00000145428,4144
ENSG00000145423,1996
ENSG00000197410,16658
ENSG00000171566,5015
ENSG00000171564,4374
ENSG00000171560,3918
ENSG00000171557,3600
ENSG00000121207,7535
ENSG00000151962,4027
ENSG00000185149,3621
ENSG00000164114,8857
ENSG00000164116,10461
ENSG00000061918,3944
ENSG00000256394,1696
ENSG00000151790,5264
ENSG00000256043,7908
ENSG00000145431,5998
ENSG00000109738,3391
ENSG00000120251,8941
ENSG00000164125,7880
ENSG00000164124,9248
ENSG00000171509,5684
ENSG00000205208,3630
ENSG00000171503,4493
ENSG00000171497,2516
ENSG00000052795,10981
ENSG00000164123,1486
ENSG00000109756,13275
ENSG00000168843,5324
ENSG00000145414,4777
ENSG00000164128,3980
ENSG00000164129,3338
ENSG00000151005,2660
ENSG00000198498,3406
ENSG00000145416,10421
ENSG00000248771,3190
ENSG00000248329,2919
ENSG00000183439,2686
ENSG00000176979,3015
ENSG00000250374,1840
ENSG00000170088,10182
ENSG00000109466,3929
ENSG00000229894,1868
ENSG00000052802,2852
ENSG00000109472,3119
ENSG00000038295,8105
ENSG00000196104,4482
ENSG00000109511,1836
ENSG00000137628,17337
ENSG00000181381,12152
ENSG00000129116,10128
ENSG00000145439,5110
ENSG00000154447,5472
ENSG00000137601,8354
ENSG00000109572,8118
ENSG00000056050,1422
ENSG00000198948,8741
ENSG00000109576,2970
ENSG00000174473,9242
ENSG00000109586,6807
ENSG00000164104,2401
ENSG00000164105,1309
ENSG00000164106,5103
ENSG00000164107,3601
ENSG00000164117,2213
ENSG00000164118,7079
ENSG00000164120,5531
ENSG00000145451,9526
ENSG00000168594,5957
ENSG00000150625,7040
ENSG00000150627,7801
ENSG00000150628,2437
ENSG00000164122,4218
ENSG00000129128,6829
ENSG00000150630,2615
ENSG00000109674,2914
ENSG00000038002,2605
ENSG00000218336,12010
ENSG00000129187,3349
ENSG00000151718,10002
ENSG00000177300,2177
ENSG00000185758,663
ENSG00000168564,4015
ENSG00000168556,2695
ENSG00000182552,2754
ENSG00000168538,5841
ENSG00000173320,11365
ENSG00000164303,4615
ENSG00000168310,3070
ENSG00000164305,2899
ENSG00000164306,2789
ENSG00000151725,3483
ENSG00000151726,6134
ENSG00000187821,1236
ENSG00000151729,4819
ENSG00000164323,7192
ENSG00000109762,5069
ENSG00000109771,7392
ENSG00000186352,2253
ENSG00000109775,2778
ENSG00000205129,1366
ENSG00000168491,3534
ENSG00000154553,9012
ENSG00000154556,17161
ENSG00000164342,6725
ENSG00000109794,5218
ENSG00000145476,9767
ENSG00000164344,2915
ENSG00000088926,3995
ENSG00000272297,700
ENSG00000168412,1289
ENSG00000083857,16167
ENSG00000179059,2652
ENSG00000179046,3050
ENSG00000184108,2091
ENSG00000109536,1623
ENSG00000205097,2087
ENSG00000260596,2036
ENSG00000153404,13304
ENSG00000185028,2570
ENSG00000164366,9642
ENSG00000073578,8765
ENSG00000286001,3665
ENSG00000249915,9294
ENSG00000288622,5874
ENSG00000063438,9435
ENSG00000180104,8165
ENSG00000066230,5754
ENSG00000112877,3590
ENSG00000171368,5979
ENSG00000206077,7690
ENSG00000188818,6953
ENSG00000028310,9549
ENSG00000071539,3319
ENSG00000145506,2912
ENSG00000113504,6004
ENSG00000174358,5270
ENSG00000164363,2095
ENSG00000164362,5920
ENSG00000049656,6549
ENSG00000142319,4467
ENSG00000153395,6475
ENSG00000171421,1395
ENSG00000145494,887
ENSG00000113430,2974
ENSG00000170561,3399
ENSG00000170549,2080
ENSG00000145536,5863
ENSG00000164151,8681
ENSG00000133398,1864
ENSG00000215218,5895
ENSG00000037474,5506
ENSG00000145545,7631
ENSG00000112941,6356
ENSG00000078295,17608
ENSG00000215217,2046
ENSG00000124275,6498
ENSG00000124279,2857
ENSG00000112902,12308
ENSG00000169777,3373
ENSG00000150756,3285
ENSG00000150753,5638
ENSG00000164237,4882
ENSG00000145495,11344
ENSG00000145491,1815
ENSG00000164236,10043
ENSG00000112977,3323
ENSG00000169862,7270
ENSG00000039139,16795
ENSG00000038382,17860
ENSG00000145569,7040
ENSG00000154124,8753
ENSG00000154122,12695
ENSG00000183580,4870
ENSG00000183654,1877
ENSG00000173545,1707
ENSG00000154153,4548
ENSG00000145555,13982
ENSG00000176788,2146
ENSG00000249662,1527
ENSG00000268799,1110
ENSG00000284373,597
ENSG00000284439,597
ENSG00000284283,597
ENSG00000284234,597
ENSG00000284042,597
ENSG00000284465,597
ENSG00000283967,597
ENSG00000283988,597
ENSG00000284356,597
ENSG00000283740,1201
ENSG00000249156,1088
ENSG00000283776,597
ENSG00000250782,594
ENSG00000269466,982
ENSG00000145526,6485
ENSG00000154162,5650
ENSG00000164256,3686
ENSG00000040731,3660
ENSG00000113100,4206
ENSG00000113361,12443
ENSG00000113360,7782
ENSG00000082213,4146
ENSG00000133401,15922
ENSG00000113384,2742
ENSG00000150712,5523
ENSG00000056097,6771
ENSG00000113387,9266
ENSG00000113389,9979
ENSG00000113407,4257
ENSG00000151388,9605
ENSG00000182631,2533
ENSG00000164175,3223
ENSG00000242110,4847
ENSG00000273294,3424
ENSG00000082196,4547
ENSG00000039560,7581
ENSG00000205838,4372
ENSG00000113456,6770
ENSG00000113460,4710
ENSG00000168724,9556
ENSG00000113492,3952
ENSG00000113494,13006
ENSG00000152582,16140
ENSG00000168685,6020
ENSG00000152611,1142
ENSG00000145626,8489
ENSG00000168671,2683
ENSG00000164187,8352
ENSG00000145604,17377
ENSG00000152620,5015
ENSG00000164188,4884
ENSG00000079215,21227
ENSG00000164190,12519
ENSG00000197603,21307
ENSG00000113569,9158
ENSG00000082068,6966
ENSG00000168621,4628
ENSG00000164318,6183
ENSG00000113594,12159
ENSG00000145623,7174
ENSG00000164327,13540
ENSG00000082074,8823
ENSG00000113600,3008
ENSG00000153071,7717
ENSG00000113638,9708
ENSG00000171522,3544
ENSG00000132356,6563
ENSG00000132357,4275
ENSG00000112936,6682
ENSG00000171495,6085
ENSG00000039537,4857
ENSG00000182836,7733
ENSG00000083720,4100
ENSG00000205765,5577
ENSG00000151876,3014
ENSG00000112964,6948
ENSG00000198865,3493
ENSG00000250722,5502
ENSG00000177721,2234
ENSG00000172262,8516
ENSG00000177453,3619
ENSG00000112972,6627
ENSG00000151882,4524
ENSG00000151881,3158
ENSG00000172244,3006
ENSG00000172239,3391
ENSG00000112992,12018
ENSG00000070193,6399
ENSG00000112996,6180
ENSG00000164588,13755
ENSG00000170571,5240
ENSG00000151883,10104
ENSG00000016082,2817
ENSG00000213949,18545
ENSG00000152684,4371
ENSG00000164171,7896
ENSG00000164172,6009
ENSG00000134363,2752
ENSG00000164258,1174
ENSG00000185305,3800
ENSG00000169271,679
ENSG00000178996,6654
ENSG00000164283,2692
ENSG00000113088,1567
ENSG00000145649,896
ENSG00000164287,4522
ENSG00000164294,4045
ENSG00000234602,2141
ENSG00000152669,1737
ENSG00000067248,4896
ENSG00000039123,6347
ENSG00000067113,1935
ENSG00000177058,8823
ENSG00000152670,3829
ENSG00000164509,6370
ENSG00000134352,10117
ENSG00000164512,2948
ENSG00000095015,7741
ENSG00000155542,2711
ENSG00000155545,5763
ENSG00000062194,6472
ENSG00000169067,2794
ENSG00000145632,4647
ENSG00000175857,3273
ENSG00000152932,9621
ENSG00000113448,16236
ENSG00000035499,3806
ENSG00000164181,4461
ENSG00000049167,13515
ENSG00000164182,6912
ENSG00000188725,2888
ENSG00000130449,5518
ENSG00000068796,13050
ENSG00000288643,759
ENSG00000086189,10981
ENSG00000086200,7540
ENSG00000186105,2163
ENSG00000178394,4613
ENSG00000164197,5435
ENSG00000186479,4628
ENSG00000145642,1314
ENSG00000153006,8460
ENSG00000153015,3727
